класс,Вопрос,Ответ,bloom_id,answerability_score,leakage_score,accuracy_score,answerability_verdict,hint_verdict,fact_verdict,answerability_issue_type,hint_issue_type,fact_error_type,Domain
6 класс,"Установите соответствие между уровнями организации растительного организма и их функциональными особенностями, описав, как каждая ступень обеспечивает выполнение жизненных функций растения в целом.","Уровни организации растения (клетка, ткани, органы, системы органов) обеспечивают жизненные функции через специализацию: клетки с пластидами участвуют в фотосинтезе, ткани (корневые волоски, проводящие пучки) обеспечивают поглощение и транспорт минеральных веществ и воды, органы как корневая система и листья обеспечивают минеральное питание и воздушное питание, а системы органов (корневая, побег) регулируют рост и распространение потомства через семенные и вегетативные способы.",13,3.0,30.0,3.0,Good,REVIEW,Mostly Correct,Minor Issues / Implicit Context,LEADING HINT,Minor Nitpick,biology
8 класс,"Что произойдёт с организмом, если в пищеварительной системе млекопитающего нарушится всасывание питательных веществ?","Нарушение всасывания питательных веществ в пищеварительной системе млекопитающих приведёт к дефициту питания, истощению, ослаблению иммунитета и нарушению жизнедеятельности органов из-за недостатка энергии и биологически активных веществ.",17,4.0,10.0,4.0,Perfect,PASS,Perfect,,OK,,biology
8 класс,"Сопоставьте термины из первого списка с соответствующими определениями из второго списка.  
СПИСОК 1: 1. Полёт насекомых, 2. Крылья  
СПИСОК 2: A. Органы, с помощью которых большинство взрослых насекомых передвигается в пространстве, B. Способ передвижения в пространстве, характерный для большинства взрослых насекомых.","1. Полёт насекомых — B. Способ передвижения в пространстве, характерный для большинства взрослых насекомых.  
2. Крылья — A. Органы, с помощью которых большинство взрослых насекомых передвигается в пространстве.",2,4.0,85.0,4.0,Perfect,FAIL,Perfect,,MULTICHOICE_ELIMINATION,,biology
5 класс,"Определите лишний элемент: пчеловодство, овцеводство, полеводство, скотоводство. Остальные относятся к животноводству согласно определению, данному в тексте.","Лишний элемент — полеводство, так как он относится к растениеводству, а не к животноводству.",12,4.0,85.0,4.0,Perfect,FAIL,Perfect,,REVEALING_EXAMPLE,,biology
9 класс,"Сопоставьте стадии митоза с их биологическими целями, объяснив, как каждая стадия способствует образованию двух генетически идентичных клеток из одной диплоидной.","Митоз включает:  
1. Профаза (конденсация хромосом, разрушение ядерной оболочки) — обеспечивает разделение хромосомного набора.  
2. Метафаза (выравнивание хромосом на экваторе) — гарантирует равномерное распределение.  
3. Анафаза (разделение сестринских хроматид) — формирует двухдиплоидный набор в дочерних клетках.  
4. Телофаза и цитокинез (деление цитоплазмы, восстановление ядер) — завершают образование двух генетически идентичных клеток.",13,4.0,30.0,3.0,Perfect,REVIEW,Mostly Correct,,LEADING HINT,Terminological Error,biology
7 класс,"Ель, сосна, лиственница, ... Продолжите ряд и назовите признак, объединяющий эти растения согласно определению хвойных.","Ель, сосна, лиственница, туя. Признак: голосеменные растения (отдел Голосеменные) с хвоей и шишками.",10,4.0,30.0,3.0,Perfect,REVIEW,Mostly Correct,,LEADING HINT,Minor Nitpick,biology
6 класс,Что такое неорганические вещества?,"Неорганические вещества — вода, минеральные соли и газы, поглощаемые корнем или листом, участвующие в метаболизме растений.",3,4.0,0.0,3.0,Perfect,PASS,Mostly Correct,,OK,Minor Nitpick,biology
8 класс,"Какое из перечисленных далее процессов обеспечивает организм кислородом для выработки энергии в клетках (ответ обоснуйте): дыхание, диффузия, фотосинтез.","Дыхание обеспечивает организм кислородом для выработки энергии в клетках, так как это процесс газообмена, через который кислород поступает в ткани.",7,4.0,30.0,3.0,Perfect,REVIEW,Mostly Correct,,LEADING HINT,Minor Nitpick,biology
9 класс,Что такое работа мышц?,"Работа мышц — это процесс сокращения и расслабления, обеспечивающий движение, поддержание тонуса и выполнение физических усилий, сопровождающийся затратой энергии и возможным утомлением.",3,3.0,10.0,4.0,Good,PASS,Perfect,Minor Issues / Implicit Context,OK,,biology
5 класс,"Установите соответствие между элементами цепи питания и их названиями в экосистеме. 

Список 1:  
1. Растения  
2. Зайцы  
3. Волки  

Список 2:  
А. Хищник  
Б. Растительноядное животное  
В. Производитель","1. Растения — В. Производитель  
2. Зайцы — Б. Растительноядное животное  
3. Волки — А. Хищник",2,4.0,20.0,4.0,Perfect,PASS,Perfect,,OK,,biology
8 класс,"Через какой орган происходит газообмен у животных, использующих кожное дыхание? Продолжите ряд: кислород поступает в организм, а углекислый газ удаляется через ...","Газообмен у животных, использующих кожное дыхание, происходит через кожу. Продолжение: ""кислород поступает в организм, а углекислый газ удаляется через кожное дыхание.""",10,4.0,85.0,4.0,Perfect,FAIL,Perfect,,REVEALING_EXAMPLE,,biology
7 класс,"Определите, относится ли к одноклеточным зелёным водорослям организм с хлорофиллом, живущий в пресной воде и не имеющий ядра, и поясните своё решение на основе предложенного определения.","Организм не относится к одноклеточным зелёным водорослям, так как водоросли имеют ядро, а указанный организм его не имеет, следовательно, он принадлежит к бактериям — доядерным организмам.",18,2.0,30.0,1.0,Ambiguous,REVIEW,Major Misconception,Missing Data,LEADING HINT,Logical Fallacy,biology
6 класс,"""Форма"" относится к внешнему строению корня так же, как ""расположение узлов"" относится к ___________.","""Форма"" относится к внешнему строению корня так же, как ""расположение узлов"" относится к листорасположению.",11,3.0,75.0,3.0,Good,FAIL,Mostly Correct,Implicit Context,MULTICHOICE_ELIMINATION,Terminological Error,biology
5 класс,"Продолжите последовательность: толстая шерсть, небольшие уши, плотное тело → морская звезда, плоская форма тела, слабые конечности → …​","Почвенная среда обитания, грибы, разрушители органических веществ.",10,3.0,35.0,4.0,Good,REVIEW,Perfect,Implicit Context,LEADING HINT,,biology
9 класс,"Кости пояса верхних конечностей так относятся к передним конечностям, как кости пояса нижних конечностей к _______.","Кости пояса нижних конечностей, как и кости пояса верхних конечностей, соединяются с соответствующими конечностями, поэтому правильный ответ — нижние конечности.",11,4.0,10.0,1.0,Perfect,PASS,Major Misconception,,OK,Logical Fallacy,biology
8 класс,"Определите, какие процессы в клетке обеспечивают синтез белков и передачу энергии, и кратко объясните их роль в жизнедеятельности клетки.","Процессы в клетке, такие как транскрипция и трансляция (согласно терминологии), обеспечивают синтез белков, необходимых для жизнедеятельности, а передачу энергии обеспечивает дыхание, включая синтез АТФ.",18,3.0,10.0,4.0,Good,PASS,Perfect,Implicit Context,OK,,biology
7 класс,"Какие из перечисленных далее растений относятся к категории голосеменных вечнозелёных деревьев рода *Larix* семейства Сосновых: лиственница даурская, ель обыкновенная, сосна обыкновенная, лиственница сибирская.",Лиственница даурская и лиственница сибирская относятся к голосеменным вечнозелёным деревьям рода Larix семейства Сосновых.,8,4.0,30.0,2.0,Perfect,REVIEW,Mixed,,LEADING HINT,Terminological Error,biology
6 класс,"Установите соответствие между особенностями растений и группами, к которым они относятся. 

Список 1:  
1) Фотосинтез  
2) Клеточная стенка  
3) Ткани  

Список 2:  
А) Общие физиологические признаки растений  
Б) Общие морфологические признаки растений","Фотосинтез (1) — А (физиологические признаки), клеточная стенка (2) и ткани (3) — Б (морфологические признаки).",2,3.0,75.0,1.0,Good,FAIL,Major Misconception,Implicit Context,MULTICHOICE_ELIMINATION,Logical Fallacy,biology
9 класс,Почему появление прямохождения считается важным этапом в антропогенезе? Объясните причинно-следственную связь между изменениями в образе жизни и анатомическими изменениями у предков человека.,"Прямохождение способствовало изменению скелета (S-образный позвоночник, укорочение таза) для стабильной опоры, что позволило освободить и укрепить верхние конечности, необходимость в которых возросла при переходе к подобающему человеку образу жизни (использование орудий, социальное взаимодействие, добыча пищи).",14,3.0,10.0,4.0,Good,PASS,Perfect,Implicit Context,OK,,biology
5 класс,"Определите, верное ли утверждение: клетки являются стрруктурными и функциональными единицами живых организмов.",Утверждение верно: клетки являются структурными и функциональными единицами всех живых организмов.,1,4.0,10.0,4.0,Perfect,PASS,Perfect,,OK,,biology
6 класс,"Представьте, что вы работаете над разработкой нового лекарственного средства на основе редьки дикой. Опишите, какие шаги вы предпримете для проверки её целебных свойств, опираясь на знание о её горьком вкусе и принадлежности к семейству Капустные.","Для проверки целебных свойств редьки дикой необходимо изолировать биологически активные вещества из её растительных тканей, оценить их состав, связанный с горьким вкусом и принадлежностью к семейству Капустные, и провести тестирование на биологическую активность на модельных организмах или клеточных культурах.",19,3.0,30.0,4.0,Good,REVIEW,Perfect,Implicit Context,LEADING HINT,,biology
6 класс,"Заполните пропуск: Семенные растения — это высшие растения, размножающиеся с помощью ___.___  

Пример вопроса в формате:  
Семенные растения — это высшие растения, размножающиеся с помощью ___.___","Семенные растения — это высшие растения, размножающиеся с помощью семян.___",4,4.0,30.0,4.0,Perfect,REVIEW,Perfect,,LEADING HINT,,biology
8 класс,"Какие из перечисленных процессов относятся к внутриклеточному пищеварению: поглощение клеткой питательных веществ с помощью фагоцитоза, расщепление белков в желудке, выделение ферментов лизосом для расщепления частиц в вакуоли, фотосинтез в хлоропластах?",К внутриклеточному пищеварению относятся: поглощение клеткой питательных веществ с помощью фагоцитоза и выделение ферментов лизосом для расщепления частиц в вакуоли.,8,4.0,30.0,3.0,Perfect,REVIEW,Mostly Correct,,LEADING HINT,Minor Nitpick,biology
5 класс,"Проблема: необходимо определить, почему определённый вид водорослей не произрастает в реке, где уровень солёности воды ниже, чем в привычной для него среде обитания. Опишите, какие действия и какие характеристики водной среды следует изучить для решения этой проблемы, и объясните, как эти данные помогут понять причины отсутствия данного вида в этой водной среде.","Для определения причин отсутствия водорослей в реке следует изучить уровень солёности, температуру, свет и питательные вещества в воде, сравнить их с характерными для среды обитания водорослей, чтобы оценить приспособления организмов к среде обитания.",18,3.0,10.0,4.0,Good,PASS,Perfect,Implicit Context,OK,,biology
9 класс,"Вам предоставлены изображения двух неизвестных животных: одно передвигается, используя все четыре лапы, а второе — только задние ноги, поддерживая тело в вертикальном положении. Примените определение прямохождения и опишите, какое из животных демонстрирует этот способ локомоции, обосновав свой выбор.","Животное, передвигающееся на задних лапах, поддерживая тело в вертикальном положении, демонстрирует прямохождение, так как этот способ локомоции предполагает использование мышечной системы и пояса конечностей для удержания стабильной позы, характерной для человека и некоторых животных, например, приматов.",19,4.0,30.0,3.0,Perfect,REVIEW,Mostly Correct,,LEADING HINT,Terminological Error,biology
9 класс,"Двухнейронные рефлекторные дуги — это рефлекторные дуги, в которых путь импульса от рецептора к эффектору включает два нейрона: __________ и __________.",Двухнейронные рефлекторные дуги включают чувствительный нейрон и двигательный нейрон.,4,3.0,30.0,3.0,Good,REVIEW,Mostly Correct,Missing Data,LEADING HINT,Minor Nitpick,biology
7 класс,"Как изменить условия содержания ели в парке, чтобы ускорить созревание её шишек, учитывая, что они расположены на верхней стороне ветвей?","Увеличьте освещённость верхней части ветвей ели за счёт прореживания подроста и соседних растений, обеспечьте оптимальный режим влаги и минеральных удобрений для ускорения роста шишек.",16,3.0,30.0,3.0,Good,REVIEW,Mostly Correct,Minor Issues / Implicit Context,LEADING HINT,Minor Nitpick,biology
7 класс,"Верно ли, что паслёновые — это семейство двудольных растений порядка трубковидных?","Фамилия ""паслёновые"" действительно принадлежит двудольным растениям, но они относятся к отряду паслёновых (Solanales), а не к трубковидным.",1,4.0,10.0,3.0,Perfect,PASS,Mostly Correct,,OK,Terminological Error,biology
5 класс,"Приведите два основных ключевых слова или фразы, отражающих суть определения агронома.","Агроном, сельское хозяйство, почвенная среда обитания.",9,3.0,30.0,4.0,Good,REVIEW,Perfect,Minor Issues / Implicit Context,LEADING_HINT,,biology
6 класс,"Укажите лишний термин, который не относится к функциям вакуолей эукариотических клеток.","Лишний термин — ""роль органов растений"", так как он относится к функциям органов, а не к функциям вакуолей.",12,3.0,30.0,3.0,Good,REVIEW,Mostly Correct,Implicit Context,LEADING HINT,Terminological Error,biology
8 класс,"Как изменить процесс газообмена в организме, чтобы повысить уровень кислорода в крови?",Углубление лёгочного дыхания и увеличение кровообращения у позвоночных.,16,2.0,30.0,3.0,Ambiguous,REVIEW,Mostly Correct,Missing Data,LEADING_HINT,,biology
7 класс,"Какое из перечисленных растений относится к двудольным (ответ обоснуйте, основываясь на признаках двудольных): пшеница, фасоль, лук.","Фасоль относится к двудольным, так как имеет две семядоли в семени, стержневую корневую систему и сетчатое жилкование листьев, что характерно для двудольных растений.",7,4.0,30.0,4.0,Perfect,REVIEW,Perfect,,LEADING HINT,,biology
5 класс,"Грибы относятся к эукариотическим организмам так же, как животные относятся к _______.","Грибы относятся к эукариотическим организмам так же, как животные относятся к эукариотическим организмам.",11,4.0,30.0,4.0,Perfect,REVIEW,Perfect,,LEADING HINT,,biology
9 класс,"ВИЧ-инфекция поражает иммунную систему человека. Определите лишний термин и аргументируйте свой ответ: вирус иммунодефицита человека, иммунная система, бактериальная инфекция, ВИЧ-инфекция.","Лишний термин: бактериальная инфекция. ВИЧ-инфекция вызвана вирусом иммунодефицита человека (ВИЧ), который поражает иммунную систему. Бактериальная инфекция относится к заболеваниям, вызванным бактериями, а не вирусами, и не является частью патогенеза ВИЧ.",12,4.0,10.0,4.0,Perfect,PASS,Perfect,,OK,,biology
7 класс,"Напишите один-два ключевых слова, описывающих смысл следующего определения: ""взаимосвязь растений с другими организмами: это совокупность отношений, при которых растения взаимодействуют с различными организмами для обмена ресурсами, влияния на развитие и выживание друг друга"".","Взаимосвязь растений с другими организмами, растительные сообщества.",9,4.0,30.0,4.0,Perfect,REVIEW,Perfect,,LEADING HINT,,biology
6 класс,"Установите соответствие между функцией и органом, выполняющим эту функцию у позвоночных животных и человека:  
1. Фильтрация крови и образование мочи — ?, 2. Переваривание пищи — ?.  
Список органов: почка, желудок.",1. почка; 2. желудок.,2,4.0,10.0,0.0,Perfect,PASS,Hallucination,,OK,Hallucination,biology
8 класс,"Какое из перечисленных органелл участвует в регуляции осмотического давления и удалении избытка воды из клетки у одноклеточных организмов (ответ обоснуйте): сократительная вакуоль, хлоропласт, клеточный центр, лизосома.","Сократительная вакуоль участвует в регуляции осмотического давления и удалении избытка воды у одноклеточных животных, так как она выкачивает избыточную жидкость из клетки, чтобы избежать разрыва. Остальные органеллы (хлоропласт, клеточный центр, лизосома) не выполняют эту функцию.",7,4.0,30.0,3.0,Perfect,REVIEW,Mostly Correct,,LEADING HINT,Minor Nitpick,biology
5 класс,"Что произойдёт с клеткой, если её клеточная оболочка будет повреждена при механическом воздействии?","При повреждении клеточной оболочки механическим воздействием цитоплазма вытечет, а клетка потеряет способность к жизнедеятельности и погибнет.",17,4.0,10.0,2.0,Perfect,PASS,Mixed,,OK,Significant Inaccuracy,biology
5 класс,"Установите соответствие между организмом и процессом, описанным как ""выделение: это процесс удаления продуктов жизнедеятельности и ненужных веществ из организма"".  
Список 1: человек, растение; Список 2: выделяет углекислый газ и избыток воды, выделяет продукты метаболизма и ненужные вещества.",человек — выделяет продукты метаболизма и ненужные вещества; растение — выделяет углекислый газ и избыток воды.,2,4.0,85.0,2.0,Perfect,FAIL,Mixed,,MULTICHOICE_ELIMINATION,Significant Inaccuracy,biology
9 класс,Что такое стволовые клетки?,"Стволовые клетки — неспециализированные клетки, способные к длительным делениям и дифференцировке в разные типы клеток, участвующие в эмбриональном развитии, замене тканей и регенерации органов.",3,3.0,0.0,4.0,Good,PASS,Perfect,Implicit Context,OK,,biology
5 класс,"Представьте, что вам необходимо классифицировать новооткрытый вид животного, находящийся между классом млекопитающих и семейством коты. Опишите, каким образом вы будете использовать категорию «отряд» для выполнения этой задачи.","Используя категорию «отряды», новый вид классифицируется между классом млекопитающих и семейством коты, определяя его место в системе таксонов.",19,3.0,10.0,1.0,Good,PASS,Major Misconception,Implicit Context,OK,Terminological Error,biology
7 класс,"Что произойдёт с организмом, если клетки одного типа в нём перестанут выполнять свою специализированную функцию?","Организм перестанет нормально функционировать, так как нарушение деятельности клеток повлияет на процессы, с которыми они связаны, что может привести к нарушению работы всех систем.",17,3.0,10.0,3.0,Good,PASS,Mostly Correct,Implicit Context,OK,Minor Nitpick,biology
6 класс,"Продолжите последовательность, используя определение: «семенное размножение: это способ размножения организмов, при котором новый особь развивается из зиготы, образованной в результате слияния мужской и женской гамет». Если гаметы → зигота, то зигота → ______.",Зигота → проросток.,10,4.0,85.0,1.0,Perfect,FAIL,Major Misconception,,REVEALING_EXAMPLE,Logical Fallacy,biology
8 класс,"В эксперименте с моделью замкнутой пищеварительной системы животного пища проходит через весь тракт, но не выводится из организма. Назовите возможную причину нарушения работы системы.","Отсутствие ана (выделительного отверстия) в модели замкнутой пищеварительной системы, что препятствует выходу непереваренных остатков пищи.",15,3.0,30.0,0.0,Good,REVIEW,Hallucination,Minor Issues / Implicit Context,LEADING HINT,Hallucination,biology
5 класс,"Продолжите последовательность, опираясь на определение: поля, пастбища, города — это искусственные сообщества; определите, какая из перечисленных экосистем относится к естественной, и обоснуйте свой выбор, используя информацию о воздействии человека на среду обитания.","Природные ландшафты, такие как лес, относятся к естественным экосистемам, так как человек минимально влияет на их формирование, в отличие от искусственных сообществ, где доминирует антропогенное воздействие.",10,3.0,30.0,3.0,Good,REVIEW,Mostly Correct,Implicit Context,LEADING HINT,Minor Nitpick,biology
9 класс,"Эпителиальные ткани так относятся к покрытию поверхностей тела, как железы к _______.","""Эпителиальные ткани так относятся к покрытию поверхностей тела, как железы к железам внутренней секреции.""",11,4.0,30.0,1.0,Perfect,REVIEW,Major Misconception,,LEADING HINT,Logical Fallacy,biology
8 класс,"Что произойдёт с функционированием замкнутой кровеносной системы, если артериальные сосуды частично заблокируются тромбом?","Частичная блокада артериальных сосудов тромбом снизит кровоток в этих участках, вызывая гипоксию тканей и увеличение давления на сердце в замкнутой кровеносной системе.",17,4.0,35.0,3.0,Perfect,REVIEW,Mostly Correct,,LEADING HINT,,biology
7 класс,"Какие из перечисленных растений относятся к высшим семенным растениям: хвойные, мхи, цветковые, водоросли, папоротники.",К высшим семенным растениям относятся хвойные (голосеменные) и цветковые (покрытосеменные) растения.,8,4.0,15.0,3.0,Perfect,PASS,Mostly Correct,,OK,Terminological Error,biology
6 класс,"Укажите, верно ли утверждение: уровни организации растительного организма включают клетку, ткань, орган, систему органов и организм в целом.","Утверждение верно: уровни организации растительного организма включают клетку, ткань, орган, систему органов и организм в целом.",1,4.0,10.0,4.0,Perfect,PASS,Perfect,,OK,,biology
9 класс,"Верно ли, что функции тканей — это совокупность специфических биологических процессов, выполняемых клетками и межклеточным веществом для обеспечения жизнедеятельности организма?","Да, функции тканей — это совокупность специфических процессов, осуществляемых клетками и межклеточным веществом для поддержания жизнедеятельности организма, согласно признакам, описанным в теме ""функции тканей"" и ""строение и свойства тканей"".",1,4.0,10.0,4.0,Perfect,PASS,Perfect,,OK,,biology
6 класс,"Представьте ситуацию: учёные хотят разработать новый метод борьбы с засухой, используя растения, устойчивые к неблагоприятным условиям. Сформулируйте пошаговый план, как представители различных наук (например, ботаники, экологии, химии и генетики) могут совместно решить эту задачу, опираясь на взаимодействие ботаники с другими науками.","Ботаники и экологи определят виды с устойчивыми корневыми системами (мочковатая, стержневая) и снижающими испарение видоизменениями листьев (например, у бегонии), генетики анализируют наследование признаков и создают устойчивые сорта, химики разрабатывают методы улучшения почвенного питания (минеральные удобрения, регулирование осмоса), а совместно с техниками внедряют методики рыхления, окучивания и полива для сохранения влаги.",19,3.0,10.0,4.0,Good,PASS,Perfect,Ambiguous,OK,,biology
8 класс,"Какие из перечисленных далее организмов обладают симметрией, характерной для большинства животных: звезда морская, человек, губка, жук, амёба.","Человек и жук обладают двусторонней симметрией, которая характерна для большинства животных.",8,4.0,15.0,4.0,Perfect,PASS,Perfect,,OK,,biology
5 класс,"Проблема: Ваш товарищ заболел и у него нарушена работа органов выделения. Требуется объяснить, как это может повлиять на его身体健康. Определите процесс, который нарушен, и опишите, какие последствия это может вызвать в организме, опираясь на определение выделения.","Нарушенная работа органов выделения нарушает процесс выделения, приводя к накоплению продуктов обмена в организме, что вызывает токсическое воздействие на ткани и внутреннюю среду.",18,3.0,30.0,4.0,Good,REVIEW,Perfect,Implicit Context,LEADING HINT,,biology
9 класс,"Вам даны два фрагмента описания древних останков: один описывает наличие выраженных надбровных валиков и массивного черепа, другой — уменьшенный рост челюстей и наличие археологических артефактов. Примените алгоритм анализа антропогенетических признаков и определите, какой из фрагментов скорее относится к более ранней стадии эволюции человека, а какой — к более поздней.","Фрагмент с развитыми надбровными валиками и массивным черепом относится к более ранней стадии антропогенеза (типовому признаку древних форм, таких как Homo erectus), а уменьшение челюстей и наличие артефактов указывает на позднюю стадию (связано с Homo sapiens и развитием культурных технологий).",19,3.0,30.0,3.0,Good,REVIEW,Mostly Correct,Implicit Context,LEADING HINT,Minor Nitpick,biology
9 класс,Что такое функции внутренней среды?,"Функции внутренней среды включают поддержание гомеостаза, регуляцию обмена веществ и транспорт питательных веществ, кислорода, гормонов, а также удаление продуктов метаболизма через органы выделения.",3,3.0,10.0,4.0,Good,PASS,Perfect,Minor Issues / Implicit Context,OK,,biology
7 класс,"Как изменить условия обитания водорослей, чтобы повысить их способность к фотосинтезу?","Чтобы повысить способность водорослей к фотосинтезу, необходимо обеспечить оптимальную интенсивность света, наличие атмосферного воздуха с достаточным количеством углекислого газа, подходящую температуру и влагу.",16,3.0,10.0,3.0,Good,PASS,Mostly Correct,Minor Issues / Implicit Context,OK,Minor Nitpick,biology
6 класс,"Приведите два ключевых слова или выражения, которые отражают основную идею следующего определения: ""органы растений — это выполняющие определённые функции структурные части растительного организма различного морфологического и физиологического назначения"".","Органы растений, роль органов растений.",9,4.0,10.0,3.0,Perfect,PASS,Mostly Correct,,OK,,biology
5 класс,"Укажите, какие из перечисленных процессов относятся к концепции «роды: это сложный физиологический процесс родоразрядных сокращений матки, приводящий к рождению плода и последа у млекопитающих в конце беременности», а какие — нет: вынашивание плода, изгнание плода из матки, лактация, формирование плаценты, схваткообразные сокращения матки перед родами.","Ответ: К концепции ""роды"" относятся: изгнание плода из матки, схваткообразные сокращения матки перед родами. Не относятся: вынашивание плода, лактация, формирование плаценты.",8,4.0,30.0,2.0,Perfect,REVIEW,Mixed,,REVEALING_EXAMPLE,Significant Inaccuracy,biology
9 класс,"Приведите два ключевых понятия, отражающих общую тему определения: ""превращение энергии: это процесс перехода энергии из одной формы в другую в соответствии с законами сохранения энергии"".",Энергетический обмен и роль гормонов в регуляции физиологических функций организма отражают механизм преобразования и использования энергии в соответствии с законами сохранения.,9,4.0,30.0,4.0,Perfect,REVIEW,Perfect,,LEADING HINT,,biology
6 класс,"""Внешнее строение листа"" относится к ""морфологическим признакам"" так же, как ""строение цветка"" относится к _______.","""Строение цветка"" относится к морфологическим признакам, так как ""внешнее строение листа"" и ""строение цветка"" оба описывают внешние анатомические особенности растительных органов.",11,4.0,15.0,,Perfect,PASS,,,OK,,biology
8 класс,"Как изменить деятельность лизосом в клетке, чтобы повысить скорость разрушения повреждённых клеточных структур?","Усилить синтез ферментов лизосом, способствующих внутриклеточному пищеварению повреждённых структур, или активировать их деятельность через регуляцию клеточных процессов.",16,4.0,10.0,3.0,Perfect,PASS,Mostly Correct,,OK,Terminological Error,biology
7 класс,"Приведите пример растения из семейства паслёновых и объясните, почему оно относится к этому семейству.","Томат — растение из семейства паслёновых, так как имеет характерные для этого семейства пятичленные цветы и ягодные плоды.",6,4.0,30.0,4.0,Perfect,REVIEW,Perfect,,LEADING HINT,,biology
9 класс,"Ткани, системы органов, клетки — какое понятие лишнее? Ответ аргументируйте.","Системы органов — лишнее понятие, так как они представляют собой комплекс отдельных органов, в то время как ткани и клетки — это структурные компоненты, из которых состоят органы.",12,3.0,30.0,1.0,Good,REVIEW,Major Misconception,Minor Issues / Implicit Context,LEADING HINT,Logical Fallacy,biology
